Time,UK PV 10:00 DAH Forecast(MW),UK Wind 10:00 DAH Forecast(MW),UK Demand 10:00 DAH Forecast(MW),UK - PowerDemand - Observation - Total - Hourly - MW - RealData (MW),UK Wind 15:00 DAH Forecast(MW),UK PV 15:00 DAH Forecast(MW),UK Demand 15:00 DAH Forecast(MW),UK - PowerDemand - Normal - Total - Hourly - MW - Normal (MW),Elexon Estimated Imbalance Price  (3) (£/MWh),EPEX UK DayAhead Hourly Price (1) (£/MWh)
8/21/2020 22:30,0,,,24412,,0,,,33.5,
8/21/2020 23:00,0,10481,23749,23204,10371,0,23711,25968,31.5,34.2
8/21/2020 23:30,0,,,22110,,0,,,1.7,
8/22/2020 0:00,0,10378,21079,20704,10260,0,21049,23087,25.3,29.1
8/22/2020 0:30,0,,,19657,,0,,,22.6,
8/22/2020 1:00,0,9649,18824,18469,9830,0,18791,20430,18.9,23.1
8/22/2020 1:30,0,,,17672,,0,,,14.7,
8/22/2020 2:00,0,9587,17933,17208,9709,0,17897,19561,2,21.1
8/22/2020 2:30,0,,,16976,,0,,,16.6,
8/22/2020 3:00,0,9561,17197,16552,9642,0,17160,18784,22.5,19.1
8/22/2020 3:30,0,,,16184,,0,,,22.5,
8/22/2020 4:00,0,9408,16708,16129,9523,0,16673,18125,47.5,18.6
8/22/2020 4:30,0,,,16050,,0,,,29,
8/22/2020 5:00,0,9247,16626,16168,9342,0,16590,17885,28.4,17.7
8/22/2020 5:30,0,,,16166,,0,,,26.1,
8/22/2020 6:00,0,9193,16896,16574,9190,0,16852,18097,50.4,20.6
8/22/2020 6:30,0,,,16831,,0,,,28.6,
8/22/2020 7:00,66,9165,18437,17534,9085,62,18403,19383,28.8,22
8/22/2020 7:30,278,,,18073,,262,,,51.9,
8/22/2020 8:00,683,9178,19933,19172,9164,649,19884,21793,22,27.4
8/22/2020 8:30,1277,,,19877,,1222,,,48,
8/22/2020 9:00,1946,9385,20725,20652,9351,1900,20960,23528,24.7,27.7
8/22/2020 9:30,2666,,,21150,,2658,,,26.9,
8/22/2020 10:00,3286,9635,21583,21494,9537,3284,21708,24264,22.5,32.9
8/22/2020 10:30,3794,,,21689,,3769,,,23.2,
8/22/2020 11:00,4249,9707,21668,21545,9626,4260,21656,24245,22.1,31.6
8/22/2020 11:30,4656,,,21194,,4758,,,19.6,
8/22/2020 12:00,5014,9654,21679,21031,9703,5143,21595,23885,46,28
8/22/2020 12:30,5321,,,20764,,5408,,,17,
8/22/2020 13:00,5530,9593,21637,20491,9774,5588,21570,23720,8.54,26
8/22/2020 13:30,5637,,,20108,,5685,,,3.51,
8/22/2020 14:00,5641,9548,20966,19678,9714,5684,20964,22761,5.2,26
8/22/2020 14:30,5538,,,18899,,5586,,,3.04,
8/22/2020 15:00,5297,9478,20499,18660,9665,5392,20488,22410,2,24.8
8/22/2020 15:30,4922,,,18738,,5101,,,3.21,
8/22/2020 16:00,4494,9401,20760,19013,9495,4683,20723,22479,12.2,24
8/22/2020 16:30,4024,,,19471,,4144,,,12.6,
8/22/2020 17:00,3536,9254,22008,20482,9159,3624,21989,23941,25.3,31.9
8/22/2020 17:30,3029,,,21790,,3125,,,46,
8/22/2020 18:00,2460,9054,23940,22960,8842,2519,23922,25571,46,38.9
8/22/2020 18:30,1835,,,23851,,1815,,,47,
8/22/2020 19:00,1275,8724,24724,24652,8520,1228,24687,26289,50.9,43.3
8/22/2020 19:30,791,,,25003,,772,,,50.9,
8/22/2020 20:00,405,8249,25099,25076,8101,404,25081,26460,50.9,45.1
8/22/2020 20:30,124,,,25076,,123,,,52,
8/22/2020 21:00,3,7832,25588,24904,7690,2,25553,26629,52,47.1
8/22/2020 21:30,0,,,25188,,0,,,50.9,
8/22/2020 22:00,0,7541,24968,24750,7574,0,24932,25838,52,45
8/22/2020 22:30,0,,,23760,,0,,,47.4,
8/22/2020 23:00,0,7473,23233,22972,7677,0,23194,24309,47.4,39
8/22/2020 23:30,0,,,21878,,0,,,27.6,
8/23/2020 0:00,0,7601,20915,20787,7721,0,20877,22038,47.1,38
8/23/2020 0:30,0,,,19702,,0,,,21.1,
8/23/2020 1:00,0,8762,18590,18750,8450,0,18560,19818,18.2,27.4
8/23/2020 1:30,0,,,18174,,0,,,18,
8/23/2020 2:00,0,8773,17765,17711,8605,0,17730,18952,16.4,20.6
8/23/2020 2:30,0,,,17379,,0,,,16.8,
8/23/2020 3:00,0,8693,17066,17085,8522,0,17032,18163,14.8,18
8/23/2020 3:30,0,,,16719,,0,,,14,
8/23/2020 4:00,0,8358,16697,16474,8353,0,16675,17507,10.6,16.9
8/23/2020 4:30,0,,,16413,,0,,,10.8,
8/23/2020 5:00,0,7894,16791,16400,7982,0,16777,17164,8.07,19.1
8/23/2020 5:30,0,,,16393,,0,,,8.2,
8/23/2020 6:00,0,7365,16991,16649,7481,0,16982,17303,10.4,20.9
8/23/2020 6:30,0,,,16734,,0,,,11.4,
8/23/2020 7:00,60,6766,17754,17157,6843,64,17725,18067,45,24.3
8/23/2020 7:30,254,,,17551,,267,,,44.8,
8/23/2020 8:00,638,6069,18737,18396,6147,657,18707,19451,17.4,23.5
8/23/2020 8:30,1208,,,19106,,1230,,,45,
8/23/2020 9:00,1872,5433,19629,20058,5588,1889,19916,20945,17.8,31
8/23/2020 9:30,2603,,,20843,,2608,,,44.7,
8/23/2020 10:00,3180,4911,21009,21852,4998,3179,21161,22371,44.8,32.3
8/23/2020 10:30,3593,,,22618,,3590,,,44.8,
8/23/2020 11:00,3937,4251,22038,23083,4267,3919,21990,22763,45,40
8/23/2020 11:30,4219,,,23368,,4174,,,44.8,
8/23/2020 12:00,4432,3641,22823,23871,3662,4391,22712,23125,44,38.9
8/23/2020 12:30,4579,,,24511,,4575,,,44.8,
8/23/2020 13:00,4710,3280,23009,24833,3417,4742,22967,23118,33.8,39.7
8/23/2020 13:30,4826,,,24578,,4891,,,43,
8/23/2020 14:00,4863,3087,22716,24050,3344,4947,22624,22549,44.8,35.5
8/23/2020 14:30,4844,,,23475,,4947,,,44,
8/23/2020 15:00,4777,3032,22622,23395,3297,4873,22478,22451,43,32.1
8/23/2020 15:30,4667,,,23352,,4656,,,42.9,
8/23/2020 16:00,4404,2939,23059,23590,3193,4351,23005,22621,30,32
8/23/2020 16:30,3990,,,23877,,3962,,,5.1,
8/23/2020 17:00,3540,2789,24338,24938,3072,3539,24287,24319,7.2,45
8/23/2020 17:30,3060,,,25901,,3083,,,7.2,
8/23/2020 18:00,2494,2609,26156,26925,3109,2514,26118,26037,45,53.9
8/23/2020 18:30,1851,,,27439,,1841,,,43.8,
8/23/2020 19:00,1267,2390,26892,27534,3068,1252,26861,26755,0.6,57.6
8/23/2020 19:30,756,,,27606,,763,,,7.3,
8/23/2020 20:00,367,2271,26987,27421,2745,382,26946,27030,7.3,55.4
8/23/2020 20:30,106,,,27224,,112,,,8.2,
8/23/2020 21:00,1,2281,27676,26957,2442,2,27643,27229,59,59
8/23/2020 21:30,0,,,27123,,0,,,54,
8/23/2020 22:00,0,2305,26856,26763,2388,0,26828,26340,8.2,53.5
8/23/2020 22:30,0,,,25530,,0,,,7.5,
8/23/2020 23:00,0,2293,24827,24407,2479,0,24790,24611,0,41.3
8/23/2020 23:30,0,,,23056,,0,,,3,
8/24/2020 0:00,0,2252,22164,21617,2584,0,22125,22028,8.2,29.8
8/24/2020 0:30,0,,,20526,,0,,,1.7,
8/24/2020 1:00,0,4124,19599,19522,4539,0,19640,20314,7.5,26
8/24/2020 1:30,0,,,19124,,0,,,7.5,
8/24/2020 2:00,0,4034,18806,18691,4448,0,18843,19639,22.9,25.2
8/24/2020 2:30,0,,,18584,,0,,,22.9,
8/24/2020 3:00,0,3907,18210,18428,4302,0,18243,19193,21.9,23.7
8/24/2020 3:30,0,,,18045,,0,,,21.5,
8/24/2020 4:00,0,3735,17842,17972,4158,0,17874,18843,23.5,23.7
8/24/2020 4:30,0,,,18050,,0,,,23.5,
8/24/2020 5:00,0,3431,17777,18075,3911,0,17806,18890,24.5,26.7
8/24/2020 5:30,0,,,18156,,0,,,23.4,
8/24/2020 6:00,0,3059,19028,18739,3510,0,19051,20032,46,36.7
8/24/2020 6:30,0,,,19719,,0,,,46,
8/24/2020 7:00,43,2724,22614,21309,3220,41,22645,24263,44,46
8/24/2020 7:30,186,,,22978,,178,,,7,
8/24/2020 8:00,486,2463,26004,25089,3043,483,26032,28567,10,49
8/24/2020 8:30,940,,,26423,,951,,,10,
8/24/2020 9:00,1465,2255,27283,27876,2844,1457,27923,30145,7.6,50
8/24/2020 9:30,2044,,,28318,,1982,,,10,
8/24/2020 10:00,2548,2038,27860,28546,2510,2440,28717,29969,0.6,54
8/24/2020 10:30,2974,,,28322,,2828,,,10.2,
8/24/2020 11:00,3425,1739,27603,27894,2093,3229,28458,29746,1.7,55.1
8/24/2020 11:30,3900,,,27598,,3646,,,10,
8/24/2020 12:00,4300,1485,27499,27545,1820,4072,28366,29403,10,54.5
8/24/2020 12:30,4620,,,27438,,4496,,,10,
8/24/2020 13:00,4918,1359,27450,27571,1615,4825,28350,29082,11.7,62
8/24/2020 13:30,5193,,,27421,,5051,,,10,
8/24/2020 14:00,5387,1250,26978,27175,1373,5210,27721,28698,12.7,55
8/24/2020 14:30,5489,,,26825,,5292,,,10,
8/24/2020 15:00,5415,1115,26810,26908,1185,5231,27312,28535,12.7,50
8/24/2020 15:30,5159,,,26912,,5011,,,13.4,
8/24/2020 16:00,4803,991,27148,26980,1045,4657,27407,28742,13.7,54
8/24/2020 16:30,4353,,,27399,,4177,,,14.1,
8/24/2020 17:00,3823,899,28267,28272,873,3658,28294,30085,14.4,61.1
8/24/2020 17:30,3220,,,29153,,3106,,,79.4,
8/24/2020 18:00,2575,784,29945,30162,722,2505,29970,31405,21,81.9
8/24/2020 18:30,1901,,,30721,,1862,,,29.6,
8/24/2020 19:00,1300,671,30740,31215,631,1280,30764,32004,30,87
8/24/2020 19:30,785,,,31273,,772,,,21,
8/24/2020 20:00,390,638,30465,31256,586,382,30490,32212,30,68.5
8/24/2020 20:30,119,,,31035,,115,,,21,
8/24/2020 21:00,3,693,30809,30824,625,2,30841,31763,30,61.2
8/24/2020 21:30,0,,,30651,,0,,,77,
8/24/2020 22:00,0,843,29369,29616,747,0,29397,30259,58.5,51
8/24/2020 22:30,0,,,28256,,0,,,16.5,
8/24/2020 23:00,0,1070,26555,26684,974,0,26579,27540,7.6,40.7
8/24/2020 23:30,0,,,25094,,0,,,10.2,
8/25/2020 0:00,0,1381,23436,23235,1353,0,23454,24270,17,39.9
8/25/2020 0:30,0,,,21895,,0,,,17,
8/25/2020 1:00,0,2844,21050,20797,3185,0,21054,21283,48,35.4
8/25/2020 1:30,0,,,20123,,0,,,45,
8/25/2020 2:00,0,3380,20257,19468,3713,0,20258,20571,46,31.9
8/25/2020 2:30,0,,,19202,,0,,,1.7,
8/25/2020 3:00,0,3973,19601,18825,4242,0,19601,19959,50,28.9
8/25/2020 3:30,0,,,18559,,0,,,0.6,
8/25/2020 4:00,0,4650,19182,18232,5001,0,19185,19559,49,28.8
8/25/2020 4:30,0,,,18064,,0,,,43,
8/25/2020 5:00,0,5507,18993,18004,6134,0,19003,19649,35.1,30
8/25/2020 5:30,0,,,18035,,0,,,27.2,
8/25/2020 6:00,0,6697,19494,18325,7404,0,19505,20744,10,28
8/25/2020 6:30,0,,,18915,,0,,,1,
8/25/2020 7:00,4,8038,22548,20457,8634,4,22532,24803,12,31
8/25/2020 7:30,20,,,21710,,19,,,45.8,
8/25/2020 8:00,56,9341,26159,23683,9834,61,26151,28916,2,42.4
8/25/2020 8:30,114,,,25167,,132,,,48.3,
8/25/2020 9:00,232,10440,27626,26885,10873,260,28145,30480,44.4,39.9
8/25/2020 9:30,411,,,27386,,445,,,45.1,
8/25/2020 10:00,619,11286,28654,27881,11626,668,28913,30291,43.6,39
8/25/2020 10:30,857,,,27737,,925,,,42.8,
8/25/2020 11:00,1144,11852,28466,27701,12050,1215,28425,29898,39.5,36.8
8/25/2020 11:30,1483,,,27797,,1542,,,20.2,
8/25/2020 12:00,1855,12151,28201,27732,12299,1972,28003,29427,39.9,37
8/25/2020 12:30,2261,,,27203,,2498,,,40,
8/25/2020 13:00,2740,12329,28372,27333,12291,2989,28110,29106,48.8,35
8/25/2020 13:30,3279,,,27219,,3426,,,45,
8/25/2020 14:00,3682,12320,27209,26625,12052,3744,27124,28702,49.5,32.6
8/25/2020 14:30,3927,,,26076,,3931,,,49,
8/25/2020 15:00,3973,12017,26353,25864,11659,3927,26272,28532,2,32.3
8/25/2020 15:30,3819,,,25811,,3735,,,47,
8/25/2020 16:00,3533,11505,26539,25981,11185,3452,26521,28714,47,33
8/25/2020 16:30,3128,,,26219,,3092,,,52,
8/25/2020 17:00,2707,10998,27752,26851,10778,2694,27768,30031,50,36.1
8/25/2020 17:30,2275,,,27561,,2262,,,51.9,
8/25/2020 18:00,1796,10687,29351,28794,10511,1751,29372,31340,52,38.2
8/25/2020 18:30,1276,,,29386,,1174,,,54,
8/25/2020 19:00,819,10591,29587,29590,10546,716,29604,31955,54,39.1
8/25/2020 19:30,439,,,29470,,390,,,50,
8/25/2020 20:00,183,10687,29395,29151,10657,170,29409,32163,20.4,40
8/25/2020 20:30,51,,,28888,,51,,,2,
8/25/2020 21:00,1,10950,28736,28672,10677,2,28737,31714,2,39.1
8/25/2020 21:30,0,,,28247,,0,,,2,
8/25/2020 22:00,0,11198,26657,27071,10861,0,26652,30141,11.3,36.9
8/25/2020 22:30,0,,,25418,,0,,,2,
8/25/2020 23:00,0,11297,23660,23953,11111,0,23655,27482,28.9,25.5
8/25/2020 23:30,0,,,22334,,0,,,15.3,
8/26/2020 0:00,0,11208,20457,20789,11160,0,20460,24212,12.5,22.9
8/26/2020 0:30,0,,,19424,,0,,,7.58,
8/26/2020 1:00,0,11134,18018,18360,11263,0,18013,21135,50,12
8/26/2020 1:30,0,,,17691,,0,,,26.8,
8/26/2020 2:00,0,10784,17358,17068,10782,0,17352,20401,2,9.2
8/26/2020 2:30,0,,,16845,,0,,,20.6,
8/26/2020 3:00,0,10430,16835,16665,10367,0,16830,19798,15.1,8.32
8/26/2020 3:30,0,,,16339,,0,,,14.6,
8/26/2020 4:00,0,10088,16602,16125,9977,0,16598,19399,2,7.63
8/26/2020 4:30,0,,,16196,,0,,,2,
8/26/2020 5:00,0,9685,16790,16317,9607,0,16785,19441,50,16
8/26/2020 5:30,0,,,16607,,0,,,52.5,
8/26/2020 6:00,0,9106,17992,17288,9116,0,17987,20519,52.5,28.8
8/26/2020 6:30,0,,,18098,,0,,,49.8,
8/26/2020 7:00,28,8344,21918,19738,8347,28,21917,24789,52.5,34.3
8/26/2020 7:30,134,,,21490,,133,,,52.5,
8/26/2020 8:00,433,7571,25422,23357,7557,436,25420,28833,52.5,35
8/26/2020 8:30,928,,,24617,,937,,,52.5,
8/26/2020 9:00,1521,6959,27167,26319,7000,1526,27160,30397,31.4,35
8/26/2020 9:30,2194,,,26982,,2183,,,50,
8/26/2020 10:00,2801,6506,27616,27614,6589,2769,27611,30186,50,38
8/26/2020 10:30,3331,,,27807,,3274,,,50,
8/26/2020 11:00,3826,6092,27331,27852,6111,3756,27328,29793,50,40
8/26/2020 11:30,4280,,,27666,,4213,,,49.8,
8/26/2020 12:00,4641,5705,27422,27710,5657,4599,27419,29280,46,39.4
8/26/2020 12:30,4903,,,27770,,4910,,,35.1,
8/26/2020 13:00,5073,5313,27477,28145,5320,5130,27473,28959,30,39.1
8/26/2020 13:30,5155,,,28134,,5257,,,50,
8/26/2020 14:00,5183,4807,27054,28030,4985,5293,27051,28543,53.5,39.3
8/26/2020 14:30,5183,,,27781,,5268,,,51.8,
8/26/2020 15:00,5121,4225,26778,27462,4597,5133,26775,28373,53.9,38.3
8/26/2020 15:30,4938,,,27421,,4897,,,50,
8/26/2020 16:00,4659,3595,26999,27457,4094,4570,26996,28555,35,37.3
8/26/2020 16:30,4287,,,27826,,4155,,,35,
8/26/2020 17:00,3838,2937,27992,28383,3429,3687,27988,29962,1,45.3
8/26/2020 17:30,3313,,,29220,,3167,,,13.9,
8/26/2020 18:00,2680,2324,29587,30155,2651,2560,29583,31271,16.1,55.3
8/26/2020 18:30,1953,,,30870,,1877,,,21,
8/26/2020 19:00,1317,1799,30468,31136,1974,1274,30464,31893,16,75
8/26/2020 19:30,788,,,31081,,768,,,57,
8/26/2020 20:00,383,1404,30570,30783,1499,378,30566,32191,59.2,68.6
8/26/2020 20:30,106,,,30492,,106,,,80,
8/26/2020 21:00,1,1150,31058,30621,1156,1,31056,31761,33,74.3
8/26/2020 21:30,0,,,30467,,0,,,89,
8/26/2020 22:00,0,998,29436,29635,953,0,29435,30187,21,59.9
8/26/2020 22:30,0,,,28456,,0,,,17.3,
8/26/2020 23:00,0,902,26658,27211,851,0,26654,27227,88,47.1
8/26/2020 23:30,0,,,25764,,0,,,54,
8/27/2020 0:00,0,832,23551,24166,766,0,23547,24000,60,41.2
8/27/2020 0:30,0,,,22895,,0,,,48.7,
8/27/2020 1:00,0,782,21153,21717,860,0,21167,21136,48.7,37.2
8/27/2020 1:30,0,,,20962,,0,,,48.7,
8/27/2020 2:00,0,607,20306,20676,716,0,20315,20372,57,34.6
8/27/2020 2:30,0,,,20535,,0,,,48,
8/27/2020 3:00,0,508,19723,20232,617,0,19731,19782,48,33.9
8/27/2020 3:30,0,,,19928,,0,,,47.5,
8/27/2020 4:00,0,469,19367,19709,549,0,19375,19388,47.5,32.2
8/27/2020 4:30,0,,,19666,,0,,,47.5,
8/27/2020 5:00,0,443,19400,19699,507,0,19412,19369,47,32.3
8/27/2020 5:30,0,,,19857,,0,,,47,
8/27/2020 6:00,0,436,20353,20400,486,0,20368,20446,47,37.7
8/27/2020 6:30,0,,,21003,,0,,,50,
8/27/2020 7:00,17,457,23775,22631,485,16,23749,24543,50,43.9
8/27/2020 7:30,93,,,24062,,88,,,68,
8/27/2020 8:00,354,518,26858,26032,536,334,26826,28476,17.4,48.1
8/27/2020 8:30,801,,,27358,,757,,,50,
8/27/2020 9:00,1336,629,28225,28330,632,1267,28657,30040,50,62.4
8/27/2020 9:30,1938,,,28986,,1846,,,17.4,
8/27/2020 10:00,2475,769,28376,29881,761,2365,29131,29830,22.1,62.4
8/27/2020 10:30,2934,,,30179,,2810,,,75,
8/27/2020 11:00,3297,897,28031,30120,911,3166,28634,29433,75,58.7
8/27/2020 11:30,3561,,,30560,,3432,,,75,
8/27/2020 12:00,3729,994,28296,31210,1013,3633,28559,28919,75,61.1
8/27/2020 12:30,3802,,,31350,,3767,,,75,
8/27/2020 13:00,3813,1068,28399,31754,1019,3747,28833,28599,75,69.5
8/27/2020 13:30,3762,,,32036,,3578,,,71.6,
8/27/2020 14:00,3644,1081,28307,31950,977,3408,28688,28167,17.7,69.3
8/27/2020 14:30,3458,,,32016,,3244,,,22.7,
8/27/2020 15:00,3175,1168,28380,31708,1103,3037,28624,27970,34,60
8/27/2020 15:30,2803,,,31374,,2782,,,75,
8/27/2020 16:00,2448,1441,28901,31069,1389,2490,29036,28141,59.4,51.5
8/27/2020 16:30,2117,,,31142,,2164,,,34.4,
8/27/2020 17:00,1773,1799,30023,31433,1678,1823,30030,29547,24,65
8/27/2020 17:30,1416,,,31677,,1471,,,34.6,
8/27/2020 18:00,1082,2061,31443,32500,1851,1139,31466,30856,34,99.4
8/27/2020 18:30,773,,,32920,,829,,,34.6,
8/27/2020 19:00,485,2193,31798,32538,1973,536,31820,31504,70.4,89.9
8/27/2020 19:30,226,,,32459,,268,,,29,
8/27/2020 20:00,71,2314,31385,32230,2173,99,31397,31802,24,83.4
8/27/2020 20:30,21,,,31680,,28,,,20,
8/27/2020 21:00,1,2408,31217,31710,2287,1,31223,31402,20,63.9
8/27/2020 21:30,0,,,30984,,0,,,24,
8/27/2020 22:00,0,2588,29163,29545,2302,0,29163,29843,48.5,53.4
8/27/2020 22:30,0,,,27982,,0,,,25.1,
8/27/2020 23:00,0,2786,26244,26637,2341,0,26242,27037,24,42.4
8/27/2020 23:30,0,,,25241,,0,,,2,
8/28/2020 0:00,0,2856,23055,23613,2415,0,23062,23828,25.1,36.9
8/28/2020 0:30,0,,,22204,,0,,,48.3,
8/28/2020 1:00,0,4233,20638,21012,5534,0,20667,21046,30,34.2
8/28/2020 1:30,0,,,20323,,0,,,20,
8/28/2020 2:00,0,4588,19728,19708,5580,0,19758,20282,20,31.8
8/28/2020 2:30,0,,,19524,,0,,,10,
8/28/2020 3:00,0,4778,19055,19179,5500,0,19087,19719,10,29.8
8/28/2020 3:30,0,,,18832,,0,,,10,
8/28/2020 4:00,0,4786,18651,18681,5504,0,18683,19343,13,29.4
8/28/2020 4:30,0,,,18425,,0,,,18.7,
8/28/2020 5:00,0,4822,18681,18506,5580,0,18724,19349,47.5,30.4
8/28/2020 5:30,0,,,18539,,0,,,47,
8/28/2020 6:00,0,4840,19653,19229,5619,0,19695,20174,47.5,37.5
8/28/2020 6:30,0,,,20024,,0,,,47.5,
8/28/2020 7:00,7,4860,22819,21375,5800,12,22791,23985,47.5,41.9
8/28/2020 7:30,51,,,22724,,69,,,47.5,
8/28/2020 8:00,264,4939,26355,24648,6058,283,26341,28045,15.3,44
8/28/2020 8:30,645,,,25909,,654,,,45.5,
8/28/2020 9:00,1086,5140,27876,27425,6292,1083,28167,29471,50,44.9
8/28/2020 9:30,1570,,,28011,,1558,,,51.3,
8/28/2020 10:00,1987,5624,28531,28290,6754,2016,28979,29553,50,44.8
8/28/2020 10:30,2335,,,27990,,2450,,,15.5,
8/28/2020 11:00,2686,6256,28424,27843,7183,2823,28710,29144,15.3,44
8/28/2020 11:30,3041,,,27725,,3134,,,15.3,
8/28/2020 12:00,3331,6624,28237,27615,7335,3404,28444,28547,15.3,42.2
8/28/2020 12:30,3554,,,27453,,3633,,,15.6,
8/28/2020 13:00,3737,6820,28039,27497,7577,3785,28275,28355,15.6,40.7
8/28/2020 13:30,3877,,,27327,,3856,,,48,
8/28/2020 14:00,3918,7076,27359,26959,7865,3851,27503,27340,51.3,38
8/28/2020 14:30,3871,,,26670,,3770,,,15.6,
8/28/2020 15:00,3731,7274,26504,26647,8029,3623,26757,27046,51.3,35.2
8/28/2020 15:30,3505,,,26696,,3411,,,51.3,
8/28/2020 16:00,3212,7480,26748,26535,8157,3133,26886,27146,39.9,35.2
8/28/2020 16:30,2856,,,26586,,2790,,,41.4,
8/28/2020 17:00,2429,7744,27826,26969,8325,2401,27879,28318,15.6,41.3
8/28/2020 17:30,1940,,,27742,,1973,,,47.5,
8/28/2020 18:00,1490,7930,29140,28436,8448,1533,29197,29544,2,44.1
8/28/2020 18:30,1085,,,28950,,1090,,,26.7,
8/28/2020 19:00,710,7966,29570,29086,8395,702,29619,30193,15.6,47.9
8/28/2020 19:30,371,,,28996,,376,,,47,
8/28/2020 20:00,150,7940,28913,28620,8314,159,28944,30455,55,46.3
8/28/2020 20:30,49,,,28310,,51,,,55,
8/28/2020 21:00,4,7972,28698,28150,8399,3,28710,30016,55,42.9
8/28/2020 21:30,0,,,27619,,0,,,47,
8/28/2020 22:00,0,8034,26886,26545,8510,0,26887,28603,44.1,38.8
8/28/2020 22:30,0,,,25312,,0,,,44.5,
8/28/2020 23:00,0,8140,24336,24004,8666,0,24344,26124,54,35.9
8/28/2020 23:30,0,,,22669,,0,,,55,
8/29/2020 0:00,0,8279,21366,21322,8929,0,21381,23191,48.9,34.1
8/29/2020 0:30,0,,,20100,,0,,,30.5,
8/29/2020 1:00,0,9007,19525,19050,9194,0,19503,20499,48.5,31
8/29/2020 1:30,0,,,18465,,0,,,48.5,
8/29/2020 2:00,0,9422,18685,17841,9321,0,18668,19630,49.5,26.9
8/29/2020 2:30,0,,,17590,,0,,,49.5,
8/29/2020 3:00,0,9640,17941,17167,9429,0,17925,18865,50.5,25.7
8/29/2020 3:30,0,,,16753,,0,,,50,
8/29/2020 4:00,0,9645,17350,16579,9561,0,17334,18203,49.5,24.8
8/29/2020 4:30,0,,,16376,,0,,,49.5,
8/29/2020 5:00,0,9539,17133,16265,9498,0,17117,18007,49.5,25.4
8/29/2020 5:30,0,,,16211,,0,,,49.5,
8/29/2020 6:00,0,9385,17588,16386,9372,0,17571,18204,49.5,25.9
8/29/2020 6:30,0,,,16803,,0,,,49.5,
8/29/2020 7:00,25,9225,19045,17765,9262,28,19029,19647,24,29.2
8/29/2020 7:30,128,,,18516,,136,,,24.6,
8/29/2020 8:00,459,9063,21244,19567,9145,455,21226,22137,27,33
8/29/2020 8:30,1018,,,20594,,987,,,31.5,
8/29/2020 9:00,1645,9129,22627,21662,9140,1608,22868,23892,29.2,35.4
8/29/2020 9:30,2318,,,22195,,2297,,,31.7,
8/29/2020 10:00,2918,9318,23378,22642,9332,2910,23314,24627,29.8,38
8/29/2020 10:30,3433,,,22597,,3437,,,29.8,
8/29/2020 11:00,3850,9319,23275,22312,9419,3893,22899,24525,28.2,38.4
8/29/2020 11:30,4170,,,22010,,4275,,,28.2,
8/29/2020 12:00,4429,9188,23305,21972,9265,4549,22640,24243,27.9,38.4
8/29/2020 12:30,4626,,,22056,,4713,,,30.9,
8/29/2020 13:00,4700,8986,23194,22611,9022,4814,22459,24125,47,38.5
8/29/2020 13:30,4700,,,22713,,4834,,,49,
8/29/2020 14:00,4642,8842,22647,22493,8888,4777,22095,23167,49,33.8
8/29/2020 14:30,4472,,,22306,,4597,,,48.3,
8/29/2020 15:00,4249,8807,22328,22149,8913,4361,22034,22816,48.3,32
8/29/2020 15:30,3976,,,22134,,4072,,,47,
8/29/2020 16:00,3640,8853,23036,22396,8853,3707,22890,22885,48.3,32.9
8/29/2020 16:30,3244,,,22888,,3270,,,38.4,
8/29/2020 17:00,2800,8812,24449,23807,8711,2794,24440,24490,38.7,34.2
8/29/2020 17:30,2311,,,24926,,2285,,,47.3,
8/29/2020 18:00,1806,8507,26471,26080,8498,1776,26472,26123,36.7,42.9
8/29/2020 18:30,1294,,,26661,,1274,,,50,
8/29/2020 19:00,842,8090,27390,27056,8064,833,27396,26863,51.2,46.7
8/29/2020 19:30,460,,,27327,,461,,,53,
8/29/2020 20:00,198,7641,27366,27222,7605,203,27371,27186,50,50
8/29/2020 20:30,58,,,27030,,60,,,51.2,
8/29/2020 21:00,1,7208,27705,27078,7240,1,27705,27316,51.2,55
8/29/2020 21:30,0,,,26760,,0,,,50,
8/29/2020 22:00,0,6932,26180,25883,6930,0,26163,26146,36.9,50.8
8/29/2020 22:30,0,,,24870,,0,,,36.8,
8/29/2020 23:00,0,6737,24256,23970,6679,0,24238,24234,32.5,38.5
8/29/2020 23:30,0,,,22994,,0,,,39.3,
8/30/2020 0:00,0,6578,21849,21556,6494,0,21839,21947,50.4,35.2
8/30/2020 0:30,0,,,20370,,0,,,49.8,
8/30/2020 1:00,0,6408,19790,19437,6199,0,19761,19754,49.8,32.3
8/30/2020 1:30,0,,,18825,,0,,,50,
8/30/2020 2:00,0,6279,19104,18355,6146,0,19066,18888,26.9,29.6
8/30/2020 2:30,0,,,18259,,0,,,49.5,
8/30/2020 3:00,0,6260,18521,17943,6161,0,18488,18086,26,28.8
8/30/2020 3:30,0,,,17620,,0,,,48,
8/30/2020 4:00,0,6309,18024,17484,6204,0,17998,17427,51.5,28.2
8/30/2020 4:30,0,,,17348,,0,,,25.7,
8/30/2020 5:00,0,6294,17754,17171,6170,0,17726,17104,48,28.5
8/30/2020 5:30,0,,,17076,,0,,,48,
8/30/2020 6:00,0,6157,17824,17329,6020,0,17793,17227,24.9,28.1
8/30/2020 6:30,0,,,17478,,0,,,25.4,
8/30/2020 7:00,32,5963,18774,17805,5812,35,18743,18115,49.3,28.2
8/30/2020 7:30,156,,,18324,,170,,,50,
